userId,age,nationality,budgetPreference,cabinPreference,frequentRegions,bookingHistory
794b1ea3-617d-4d5c-8deb-1043973441ac,39,ML,Other,Economy,"['Canada', 'Australia / Oceania', 'Central America']",[]
eb2bd2d1-8b49-475d-bf78-3a475d0b7f04,48,GH,Low Fare,Business,"['Mexico', 'Central America', 'Middle East']","[{'flightNumber': 'F92808', 'date': '2025-05-07T01:56:00'}, {'flightNumber': '4O4536', 'date': '2025-03-30T00:33:00'}, {'flightNumber': 'FF1335', 'date': '2024-02-19T03:26:00'}, {'flightNumber': 'SR3803', 'date': '2025-08-01T16:28:00'}, {'flightNumber': 'DH2756', 'date': '2025-10-28T21:49:00'}]"
9ac1b377-9700-4a67-9011-bf0c192bb237,30,KM,Other,Premium Economy,"['Middle East', 'Central America']","[{'flightNumber': 'FI9094', 'date': '2024-07-16T05:32:00'}, {'flightNumber': 'BF6247', 'date': '2025-07-24T18:58:00'}, {'flightNumber': 'XJ8441', 'date': '2024-08-12T23:40:00'}, {'flightNumber': 'YX4336', 'date': '2025-03-08T23:09:00'}]"
3fe17700-4551-4ad5-bc02-0b11af3d124d,77,SL,Other,Economy,"['Canada', 'South America']",[]
c0ea0ce0-379f-4d97-b980-a58ecb3ccefb,26,HR,Low Fare,Premium Economy,"['Australia / Oceania', 'Middle East', 'Asia']","[{'flightNumber': 'RD1418', 'date': '2025-08-03T00:29:00'}, {'flightNumber': 'F95876', 'date': '2024-12-17T11:53:00'}, {'flightNumber': 'SQ3714', 'date': '2024-03-23T00:26:00'}, {'flightNumber': 'GL3140', 'date': '2024-12-25T23:31:00'}, {'flightNumber': 'EZ4205', 'date': '2025-10-28T14:29:00'}]"
0bb5211d-bd6f-4fdb-a150-1b661475e384,62,MH,Other,Economy,"['Australia / Oceania', 'US']","[{'flightNumber': 'DH792', 'date': '2025-08-24T09:09:00'}, {'flightNumber': 'PE9003', 'date': '2024-03-05T19:57:00'}, {'flightNumber': 'NK5064', 'date': '2025-03-16T14:15:00'}, {'flightNumber': 'CX4168', 'date': '2024-04-06T21:28:00'}, {'flightNumber': 'PR7293', 'date': '2025-10-18T03:07:00'}]"
cc217edc-3374-4f7b-9efd-cc6f3f68177e,50,LY,Other,Business,"['Asia', 'Canada', 'Middle East']","[{'flightNumber': 'AA3635', 'date': '2024-07-01T07:29:00'}, {'flightNumber': 'LP575', 'date': '2024-10-11T15:55:00'}, {'flightNumber': 'NH7148', 'date': '2024-06-15T10:58:00'}]"
8cc7da30-06e7-406b-b5cd-4d0d5631dc6c,27,FJ,Low Fare,Economy,"['Europe', 'Asia']","[{'flightNumber': 'VS8632', 'date': '2025-11-01T02:52:00'}, {'flightNumber': 'G44792', 'date': '2024-06-16T22:29:00'}, {'flightNumber': 'NJ1975', 'date': '2024-05-04T15:52:00'}]"
1846f005-09b9-4c93-9bbb-85b459a0a963,72,ME,Low Fare,Economy,"['Europe', 'US', 'Australia / Oceania']","[{'flightNumber': 'WI3467', 'date': '2024-11-14T03:25:00'}]"
41db6006-ba2d-42cc-ab05-97a5c5fb19c8,50,PL,Low Fare,Business,['Canada'],[]
5ab3bab3-0a83-4ce2-8f62-b6c4147b628e,75,PL,Other,Premium Economy,"['Middle East', 'South America']","[{'flightNumber': 'DP4703', 'date': '2024-01-23T06:19:00'}, {'flightNumber': 'FF1096', 'date': '2025-03-28T18:49:00'}]"
e75dd3a3-9935-4f66-8412-821cb76261e7,38,TM,Low Fare,Economy,"['Middle East', 'US', 'Canada']","[{'flightNumber': 'YX580', 'date': '2024-05-29T12:12:00'}, {'flightNumber': 'F89480', 'date': '2025-07-21T01:51:00'}, {'flightNumber': 'EZ3638', 'date': '2024-06-18T04:22:00'}, {'flightNumber': 'SR6856', 'date': '2025-04-30T19:02:00'}]"
968e5acd-d746-4cc9-b15c-956cb9ea50c7,33,MH,Other,Premium Economy,"['Central America', 'Australia / Oceania']","[{'flightNumber': 'LP6668', 'date': '2024-07-10T10:00:00'}]"
4f439b15-ec3d-4ede-b71b-812f9f886e56,66,UY,Low Fare,Economy,['Central America'],"[{'flightNumber': 'FI6650', 'date': '2024-12-16T22:38:00'}, {'flightNumber': 'WW2210', 'date': '2024-04-08T10:43:00'}, {'flightNumber': 'AF2019', 'date': '2025-03-07T23:18:00'}, {'flightNumber': 'CI3030', 'date': '2025-03-20T19:21:00'}, {'flightNumber': 'SE2746', 'date': '2024-10-17T12:51:00'}]"
530ae476-cd1b-4fd6-b874-72dc3fbb8e0e,73,NE,Low Fare,Business,"['Asia', 'Australia / Oceania', 'South America']","[{'flightNumber': 'ZG5714', 'date': '2025-08-14T19:07:00'}]"
f97046ba-e881-467c-8b32-c7e166e555be,22,LB,Low Fare,Premium Economy,"['South America', 'Canada']","[{'flightNumber': 'FI6269', 'date': '2024-07-12T21:11:00'}, {'flightNumber': 'AZ1948', 'date': '2025-01-11T11:49:00'}, {'flightNumber': 'BBB9291', 'date': '2024-08-09T12:34:00'}, {'flightNumber': 'BA5140', 'date': '2024-03-07T16:01:00'}]"
c8360c43-e1b1-434c-a97c-5fce04137aea,28,LB,Other,Business,['US'],"[{'flightNumber': 'B62222', 'date': '2024-11-09T18:00:00'}, {'flightNumber': 'F97283', 'date': '2025-01-24T11:21:00'}, {'flightNumber': 'OY4567', 'date': '2024-06-25T02:52:00'}, {'flightNumber': 'US4007', 'date': '2025-08-09T08:44:00'}]"
6b252f4a-1b81-4985-85b5-4d4d4067e8dd,46,CL,Low Fare,Business,"['Middle East', 'US']","[{'flightNumber': 'FI6738', 'date': '2025-10-05T13:53:00'}]"
75eca1ab-22ce-4477-9571-60da0d9c428a,74,CZ,Other,Business,"['Middle East', 'Central America']","[{'flightNumber': 'VS7665', 'date': '2024-05-29T20:17:00'}, {'flightNumber': 'TP5512', 'date': '2024-01-21T17:15:00'}, {'flightNumber': 'F95817', 'date': '2025-02-12T00:12:00'}]"
d12be4c0-8c3c-43f4-b40c-1f13313d9269,43,CA,Low Fare,Premium Economy,['Middle East'],[]
4c3ab3aa-981a-4389-9e52-d2a03a527455,62,LI,Low Fare,Premium Economy,['Australia / Oceania'],"[{'flightNumber': 'TA3024', 'date': '2024-02-27T13:03:00'}, {'flightNumber': 'Z06008', 'date': '2025-04-04T18:23:00'}, {'flightNumber': 'NZ3265', 'date': '2024-03-27T06:23:00'}, {'flightNumber': 'XJ407', 'date': '2024-02-25T09:36:00'}, {'flightNumber': 'BA4757', 'date': '2025-09-04T03:27:00'}]"
6327276d-c05a-4e54-8785-4d723d863438,68,BF,Low Fare,Business,"['Australia / Oceania', 'South America']",[]
b3b61720-aa07-4cd5-8e99-83a82fec20f9,47,PE,Low Fare,Premium Economy,"['US', 'Central America', 'Mexico']","[{'flightNumber': 'MX3722', 'date': '2025-08-16T13:50:00'}, {'flightNumber': 'ZG2791', 'date': '2025-07-25T02:39:00'}, {'flightNumber': 'MX9586', 'date': '2025-10-02T17:10:00'}]"
531364c8-29dc-4182-b008-af04080e565e,41,DZ,Low Fare,Business,"['Central America', 'Europe']",[]
2993fa76-19b4-4cec-84b0-c93f435ded6b,55,KR,Low Fare,Premium Economy,"['Central America', 'Middle East', 'Canada']","[{'flightNumber': 'PD8208', 'date': '2025-06-26T06:32:00'}, {'flightNumber': 'SQ5811', 'date': '2025-12-06T23:57:00'}, {'flightNumber': 'DP6658', 'date': '2025-07-18T18:05:00'}, {'flightNumber': 'BR7470', 'date': '2025-03-18T06:17:00'}]"
050383e8-1f84-4b63-bb32-1bbf40b0c6ee,34,TH,Low Fare,Economy,"['Asia', 'US', 'South America']",[]
d533b2a3-3110-4025-a52e-6d16776aa766,46,BR,Low Fare,Economy,"['South America', 'Central America', 'Canada']","[{'flightNumber': 'AX9422', 'date': '2024-08-04T10:52:00'}, {'flightNumber': 'NJ4126', 'date': '2025-02-06T14:55:00'}]"
1757f35f-e0e2-4a62-87d7-c8d79625d055,45,SG,Other,Business,"['US', 'Mexico']","[{'flightNumber': 'XJ8445', 'date': '2024-05-31T04:53:00'}, {'flightNumber': 'SQ3837', 'date': '2025-05-12T07:17:00'}, {'flightNumber': 'F82127', 'date': '2024-10-13T18:29:00'}, {'flightNumber': 'ZG1792', 'date': '2025-01-04T19:34:00'}, {'flightNumber': 'VN9857', 'date': '2025-07-24T12:26:00'}]"
6a927847-9411-44ae-b0de-c907f10927ab,59,BJ,Low Fare,Premium Economy,['South America'],"[{'flightNumber': 'AF9477', 'date': '2025-03-17T22:19:00'}, {'flightNumber': 'BBB8228', 'date': '2024-11-12T08:59:00'}]"
9b7131d9-5aed-4972-ba6f-e100fdc2615c,39,PY,Low Fare,Economy,['Mexico'],"[{'flightNumber': 'A88839', 'date': '2025-11-17T18:39:00'}]"
e3dbcb73-1520-4146-b882-7dc3c13fcc87,79,TJ,Low Fare,Economy,"['Europe', 'Asia']","[{'flightNumber': 'Y48213', 'date': '2025-11-04T05:52:00'}]"
0f757954-2362-4d0c-b59e-cd9c6deea5c7,59,FJ,Other,Economy,['Mexico'],[]
e72ceb42-c8a0-4d01-93c1-2e008837e1f2,22,ME,Other,Business,"['Middle East', 'Mexico']","[{'flightNumber': 'BA4467', 'date': '2024-05-09T16:59:00'}, {'flightNumber': 'EY4027', 'date': '2025-12-05T05:06:00'}, {'flightNumber': 'QK169', 'date': '2025-12-15T19:47:00'}]"
67b0a80b-6df3-4c49-9228-2ce490c7603c,59,AO,Other,Business,"['Asia', 'Central America']",[]
b685a0ea-ecfa-4a96-85e1-a160822699ad,70,UG,Low Fare,Business,['Asia'],"[{'flightNumber': 'EK1645', 'date': '2025-04-13T17:59:00'}, {'flightNumber': '5Y9826', 'date': '2025-01-26T17:22:00'}, {'flightNumber': 'AF1607', 'date': '2025-07-01T04:26:00'}, {'flightNumber': 'WI6181', 'date': '2024-12-28T06:26:00'}, {'flightNumber': 'CC1515', 'date': '2025-07-20T01:12:00'}]"
d9e8ae5a-691c-415b-a44d-3d428c2d7952,30,AO,Low Fare,Premium Economy,"['Asia', 'Central America']",[]
33c5799f-7595-4634-946e-6579286a8ce5,54,BI,Other,Premium Economy,"['Asia', 'Canada', 'Mexico']","[{'flightNumber': 'HA735', 'date': '2025-08-25T00:35:00'}, {'flightNumber': 'EK7339', 'date': '2025-07-31T00:25:00'}, {'flightNumber': 'QQ2122', 'date': '2024-04-08T11:34:00'}, {'flightNumber': 'B6141', 'date': '2025-01-11T15:21:00'}]"
93bcae6a-f138-44fe-98d0-d6849772c3f0,79,AO,Other,Business,['Canada'],"[{'flightNumber': 'BR7675', 'date': '2025-12-24T16:12:00'}, {'flightNumber': 'AS4371', 'date': '2025-01-03T14:09:00'}]"
f9fa8394-49a1-46c6-8f1e-79370e005f41,66,NP,Low Fare,Economy,"['Australia / Oceania', 'South America']","[{'flightNumber': 'BR4609', 'date': '2024-05-31T09:00:00'}, {'flightNumber': 'EK647', 'date': '2025-03-26T05:24:00'}]"
0e583fc2-87ed-4b68-93c9-4b0eace14d69,59,ID,Other,Economy,"['US', 'Mexico']","[{'flightNumber': 'EY438', 'date': '2024-03-13T00:40:00'}, {'flightNumber': 'RD3212', 'date': '2024-08-31T07:03:00'}, {'flightNumber': 'GL5629', 'date': '2024-07-24T01:34:00'}, {'flightNumber': 'BA2445', 'date': '2025-02-23T18:38:00'}]"
6c5bb802-b484-4cf9-be41-e842bc70dd1d,78,MY,Other,Economy,"['South America', 'Asia']","[{'flightNumber': 'HA8610', 'date': '2024-02-12T13:27:00'}, {'flightNumber': 'WO1526', 'date': '2025-11-22T10:46:00'}]"
86402095-f88e-4ec2-8b2d-bcf687588ce0,49,LB,Other,Premium Economy,['Australia / Oceania'],[]
b628eeaa-5fe2-410f-b31c-1494ec18f2b9,59,LB,Other,Premium Economy,"['Canada', 'Middle East']","[{'flightNumber': 'AI3182', 'date': '2024-08-25T06:31:00'}, {'flightNumber': 'YV3597', 'date': '2024-05-09T06:56:00'}]"
6ce78e58-fad6-4a91-bfc0-2989cc468c2e,63,BA,Low Fare,Premium Economy,['US'],"[{'flightNumber': 'CP9058', 'date': '2024-02-27T03:45:00'}, {'flightNumber': 'DH2069', 'date': '2025-11-06T04:42:00'}, {'flightNumber': 'CX4584', 'date': '2025-11-25T04:01:00'}]"
d76a2ed7-8e04-42e9-887c-ad5a4d8fd0f0,74,VU,Low Fare,Business,"['Central America', 'Australia / Oceania']","[{'flightNumber': 'LP7561', 'date': '2025-05-18T10:11:00'}, {'flightNumber': 'NJ7583', 'date': '2024-03-09T13:05:00'}]"
29b82cb8-d032-4f7e-8e5e-e73a6f0c4a8d,42,CO,Low Fare,Economy,['Central America'],"[{'flightNumber': 'AS9228', 'date': '2025-04-23T08:40:00'}, {'flightNumber': 'AY1002', 'date': '2025-06-16T09:36:00'}]"
abef3ab0-0de3-4eaf-8589-f309dc63a55b,54,DJ,Low Fare,Premium Economy,"['South America', 'Canada']","[{'flightNumber': 'WN9121', 'date': '2025-03-20T11:34:00'}, {'flightNumber': 'AZ3622', 'date': '2025-09-01T06:30:00'}, {'flightNumber': 'XP950', 'date': '2024-10-25T17:26:00'}, {'flightNumber': 'KL8356', 'date': '2025-06-16T09:35:00'}, {'flightNumber': 'NZ4884', 'date': '2024-07-24T11:31:00'}]"
de53596e-9692-4297-ad4a-5f39459d8a33,38,KW,Other,Economy,['Australia / Oceania'],"[{'flightNumber': 'KE975', 'date': '2025-09-15T13:55:00'}, {'flightNumber': 'Y47607', 'date': '2025-10-21T19:40:00'}, {'flightNumber': 'MQ5628', 'date': '2025-01-19T19:33:00'}, {'flightNumber': 'BR8565', 'date': '2024-08-18T13:52:00'}, {'flightNumber': 'CC3910', 'date': '2024-08-26T21:52:00'}]"
dd9b0dad-9d80-4e3a-9bd7-35a7c9455349,51,MH,Low Fare,Economy,['Europe'],[]
c7ccd1b5-0dee-491e-952f-506acabeb900,69,TZ,Other,Economy,"['Middle East', 'South America', 'Canada']",[]
6ead3f8e-b984-462e-8e3e-8a4eaaa340ca,80,BB,Other,Economy,"['Middle East', 'Mexico', 'US']","[{'flightNumber': 'XJ6378', 'date': '2025-05-14T15:05:00'}, {'flightNumber': 'SS7868', 'date': '2024-12-06T12:08:00'}]"
a66acd10-cfb2-4c8e-8c2c-4dfb578ca254,46,MW,Low Fare,Premium Economy,"['Middle East', 'Canada', 'Asia']",[]
8c5d9ed3-7b9f-463c-aae0-5ec821f26d53,31,LR,Other,Business,"['Europe', 'US', 'Middle East']","[{'flightNumber': 'EY913', 'date': '2024-05-16T12:19:00'}, {'flightNumber': 'JL9739', 'date': '2024-04-15T11:44:00'}]"
60e9e93a-36e1-4941-a835-82944b5cc668,77,IL,Low Fare,Premium Economy,"['Canada', 'Mexico']","[{'flightNumber': 'AS3826', 'date': '2025-07-11T07:24:00'}, {'flightNumber': 'SR2505', 'date': '2024-07-02T06:29:00'}, {'flightNumber': 'QK4964', 'date': '2024-04-19T02:35:00'}]"
c89b8381-bc88-4b82-ba72-ee5e1eebacd7,48,ET,Other,Premium Economy,"['South America', 'Canada', 'Central America']","[{'flightNumber': 'FI2462', 'date': '2025-08-13T09:43:00'}, {'flightNumber': 'OY2651', 'date': '2025-06-25T14:57:00'}]"
2599819a-c325-4809-b8f1-61206315da7c,42,SI,Other,Business,['Central America'],"[{'flightNumber': 'AZ1817', 'date': '2024-10-02T17:47:00'}, {'flightNumber': 'SR9559', 'date': '2025-03-06T22:24:00'}, {'flightNumber': 'DH8116', 'date': '2024-10-24T20:12:00'}, {'flightNumber': 'US9989', 'date': '2024-03-21T12:41:00'}, {'flightNumber': 'TP3298', 'date': '2025-11-20T06:32:00'}]"
fcd6a305-0b50-4262-92a1-657c2b320395,19,MX,Low Fare,Business,"['Europe', 'US', 'Canada']",[]
88853c4d-89c7-4517-bb98-e99d610bcb40,43,MY,Low Fare,Economy,"['US', 'Europe']","[{'flightNumber': 'VX561', 'date': '2025-09-19T09:33:00'}, {'flightNumber': 'LH2770', 'date': '2025-07-01T19:54:00'}, {'flightNumber': 'BBB4399', 'date': '2025-03-22T22:45:00'}, {'flightNumber': 'WO8644', 'date': '2025-04-16T17:42:00'}]"
12f8c418-1679-499c-bafb-820ae8ed37fa,36,CL,Other,Economy,"['US', 'Canada']","[{'flightNumber': 'CA477', 'date': '2024-05-24T05:01:00'}, {'flightNumber': 'AM7030', 'date': '2025-09-30T14:17:00'}, {'flightNumber': 'LX6943', 'date': '2025-09-23T19:00:00'}, {'flightNumber': 'KE2256', 'date': '2025-02-27T21:37:00'}]"
0e4a556a-921a-4ac5-b66d-6d41a1c82ef7,74,BR,Low Fare,Premium Economy,"['US', 'Europe']","[{'flightNumber': 'XP280', 'date': '2024-05-25T13:37:00'}, {'flightNumber': 'EI9364', 'date': '2024-05-14T07:48:00'}, {'flightNumber': 'XP1367', 'date': '2024-07-29T08:22:00'}, {'flightNumber': 'EY3105', 'date': '2024-03-10T05:53:00'}]"
efdf2004-717a-4bea-a472-522e6d6000b0,51,US,Low Fare,Business,['Europe'],"[{'flightNumber': 'B65791', 'date': '2024-07-11T13:56:00'}, {'flightNumber': 'JL2165', 'date': '2025-06-25T17:45:00'}, {'flightNumber': 'XP3938', 'date': '2024-05-10T08:57:00'}]"
0c90bd56-3de7-48cd-9182-57945e5a0a6b,38,PH,Other,Economy,['Asia'],"[{'flightNumber': 'XJ8663', 'date': '2024-03-05T12:33:00'}]"
5ef24871-e110-4d9a-a173-a4071d0a0496,76,AM,Other,Business,"['Central America', 'Middle East', 'Mexico']",[]
ac21a0c3-d713-4a06-9a81-b210fe62d7c3,80,TT,Other,Premium Economy,"['Mexico', 'Canada']","[{'flightNumber': 'YV8988', 'date': '2024-02-26T22:15:00'}, {'flightNumber': 'JX3424', 'date': '2024-06-06T15:37:00'}, {'flightNumber': 'TP7483', 'date': '2024-07-29T09:18:00'}, {'flightNumber': 'YP4023', 'date': '2024-01-12T13:08:00'}]"
3d739964-3c1c-47cb-869b-1e92fb2d7c54,67,BB,Other,Economy,"['Australia / Oceania', 'US', 'Canada']","[{'flightNumber': 'CM2505', 'date': '2024-02-08T09:03:00'}, {'flightNumber': 'AZ2476', 'date': '2025-09-21T14:50:00'}, {'flightNumber': 'HA5192', 'date': '2025-09-12T19:45:00'}, {'flightNumber': 'F82800', 'date': '2024-07-26T10:23:00'}]"
5c6dd750-46b3-4668-954c-58a1c709ccfb,18,UA,Low Fare,Business,['Mexico'],"[{'flightNumber': 'IB560', 'date': '2024-05-09T22:24:00'}, {'flightNumber': 'QR7474', 'date': '2024-03-12T08:49:00'}, {'flightNumber': 'SK7316', 'date': '2024-12-05T09:37:00'}, {'flightNumber': 'QF2148', 'date': '2025-08-14T12:43:00'}, {'flightNumber': 'FJ770', 'date': '2025-07-22T06:03:00'}]"
701db5d3-dc9b-4c7d-a68e-b6cd8a20bf0a,78,BG,Low Fare,Premium Economy,"['Central America', 'Middle East']","[{'flightNumber': 'EY838', 'date': '2025-01-09T06:21:00'}, {'flightNumber': 'NJ6266', 'date': '2025-11-06T12:54:00'}, {'flightNumber': 'A88410', 'date': '2024-02-14T00:14:00'}, {'flightNumber': 'OO7545', 'date': '2024-06-28T03:48:00'}]"
350d24c0-9fca-4bb5-8c46-920da084c215,20,AT,Low Fare,Premium Economy,"['Middle East', 'Mexico']",[]
af4bf835-5574-458f-8f75-65368b95fd10,51,DJ,Other,Economy,"['Central America', 'Middle East', 'South America']","[{'flightNumber': 'AY7103', 'date': '2024-03-11T14:09:00'}, {'flightNumber': 'LX514', 'date': '2024-08-29T15:00:00'}]"
b4c7e204-7ce9-4cc0-b1e8-98db1b2ff82e,65,TG,Low Fare,Business,"['Middle East', 'Mexico', 'South America']","[{'flightNumber': 'CX6648', 'date': '2024-01-21T02:09:00'}, {'flightNumber': 'NK2133', 'date': '2025-06-02T13:54:00'}, {'flightNumber': 'PD3373', 'date': '2025-10-30T06:07:00'}, {'flightNumber': 'ZW2488', 'date': '2024-08-27T14:38:00'}]"
d0ed7bf0-0254-460d-b44e-3f1450111a67,51,PL,Low Fare,Business,"['Canada', 'Asia']","[{'flightNumber': 'EI129', 'date': '2024-05-04T12:22:00'}, {'flightNumber': 'XP8321', 'date': '2024-11-29T17:59:00'}]"
04dfba96-f350-4d38-ad7d-1cea2d722d5d,73,CZ,Low Fare,Business,"['Middle East', 'Mexico']","[{'flightNumber': 'AA7894', 'date': '2024-05-18T00:37:00'}, {'flightNumber': 'XJ4494', 'date': '2024-07-25T13:26:00'}]"
fbeb58d7-3d32-4bf1-a86a-3afd2b300c43,29,AT,Low Fare,Economy,"['South America', 'Middle East']","[{'flightNumber': 'CZ7310', 'date': '2025-05-23T19:59:00'}, {'flightNumber': 'UA764', 'date': '2025-01-31T05:46:00'}, {'flightNumber': 'AY5563', 'date': '2024-07-05T01:19:00'}, {'flightNumber': 'TS1257', 'date': '2025-09-10T18:55:00'}, {'flightNumber': 'EY6161', 'date': '2025-01-23T09:20:00'}]"
71681fb5-67d0-4225-a0b1-abc461fd61d9,79,AO,Other,Business,['Asia'],"[{'flightNumber': 'CC7246', 'date': '2024-02-01T21:48:00'}, {'flightNumber': 'QX7293', 'date': '2025-07-16T05:17:00'}, {'flightNumber': 'TP3609', 'date': '2025-12-16T18:09:00'}, {'flightNumber': 'FI9185', 'date': '2025-12-02T07:38:00'}]"
4c547ab8-5539-4124-bb6a-9c522b8afa45,50,BW,Low Fare,Economy,['Europe'],"[{'flightNumber': 'SR8208', 'date': '2024-10-28T00:47:00'}, {'flightNumber': 'QK471', 'date': '2024-03-21T22:06:00'}, {'flightNumber': 'QK8245', 'date': '2025-05-16T18:05:00'}]"
378da437-ae15-483b-bb9b-07fe514bc06f,62,PE,Other,Premium Economy,['Australia / Oceania'],"[{'flightNumber': 'Z09764', 'date': '2024-06-13T18:14:00'}, {'flightNumber': 'OY3690', 'date': '2025-10-21T08:06:00'}]"
0f6df8a2-e960-4aac-9af6-c9d75a844668,67,BT,Other,Premium Economy,"['Central America', 'Canada']","[{'flightNumber': 'CX6252', 'date': '2025-07-06T23:47:00'}, {'flightNumber': 'SK6914', 'date': '2024-11-19T03:05:00'}, {'flightNumber': 'KL9495', 'date': '2024-07-21T19:44:00'}, {'flightNumber': 'TA771', 'date': '2025-07-14T15:55:00'}, {'flightNumber': 'TS6113', 'date': '2025-12-14T15:32:00'}]"
98b3df4b-2b2f-446b-b532-c6891ea5bb25,48,MA,Other,Premium Economy,"['Canada', 'Central America', 'South America']",[]
1170d438-60f8-4c41-bdd6-5743e32b09e7,63,PK,Other,Business,['Middle East'],[]
e8ca74a2-c474-4cde-b04b-4635d148012a,50,MW,Other,Economy,"['Canada', 'Asia']","[{'flightNumber': 'WS9909', 'date': '2025-06-05T05:27:00'}, {'flightNumber': 'YP127', 'date': '2025-02-15T13:57:00'}, {'flightNumber': 'QR2956', 'date': '2024-03-03T07:57:00'}]"
af7b6056-87bd-4bae-9bb0-2b8466261a62,40,TT,Other,Economy,['Central America'],"[{'flightNumber': 'TP1953', 'date': '2024-08-03T22:33:00'}, {'flightNumber': 'S61627', 'date': '2025-11-11T06:20:00'}, {'flightNumber': 'TZ8240', 'date': '2025-03-21T08:40:00'}]"
9a5c36b0-0e9f-465d-b290-45cdd6d0764d,77,MU,Other,Premium Economy,"['South America', 'Australia / Oceania', 'Europe']","[{'flightNumber': 'MU8457', 'date': '2024-12-03T15:51:00'}, {'flightNumber': 'CM6007', 'date': '2025-06-27T03:24:00'}, {'flightNumber': 'MX6260', 'date': '2024-03-17T13:06:00'}, {'flightNumber': 'PE9159', 'date': '2025-07-05T20:34:00'}]"
e022c8fa-bc6d-41d5-9823-34aed967fc9c,61,TL,Low Fare,Premium Economy,"['Canada', 'Mexico']","[{'flightNumber': 'EV6039', 'date': '2025-10-25T13:12:00'}, {'flightNumber': 'Y43717', 'date': '2025-04-08T22:50:00'}, {'flightNumber': 'RW8267', 'date': '2024-10-12T09:51:00'}, {'flightNumber': 'DL4325', 'date': '2024-02-09T23:33:00'}]"
1bb8e128-fdcf-40a2-a7ff-f065d3f2f5c5,50,CI,Low Fare,Premium Economy,['Mexico'],"[{'flightNumber': 'KL836', 'date': '2025-10-18T10:01:00'}, {'flightNumber': 'EK173', 'date': '2025-10-11T09:15:00'}, {'flightNumber': 'AF5340', 'date': '2024-12-02T14:44:00'}, {'flightNumber': 'AZ6145', 'date': '2025-05-28T08:49:00'}, {'flightNumber': '5Y804', 'date': '2024-01-04T19:12:00'}]"
54555916-a0e9-4d4f-ae6a-e2608fc52299,56,FM,Other,Business,"['Central America', 'Asia', 'Mexico']","[{'flightNumber': 'AM8320', 'date': '2024-08-17T20:38:00'}, {'flightNumber': 'FI9958', 'date': '2025-05-30T21:43:00'}]"
f018a9ec-7265-48b9-9518-8d5309c694ab,73,MR,Low Fare,Business,"['US', 'Central America', 'Asia']","[{'flightNumber': 'US2321', 'date': '2024-06-24T21:57:00'}, {'flightNumber': 'MX384', 'date': '2025-02-21T17:27:00'}, {'flightNumber': 'CC8655', 'date': '2025-10-26T21:27:00'}, {'flightNumber': 'XJ728', 'date': '2025-05-07T00:25:00'}]"
cccd462f-64df-429f-ab8b-d80cc64af43f,39,JP,Low Fare,Premium Economy,"['Australia / Oceania', 'US', 'Central America']",[]
1f07d17c-035e-49a7-9693-80de85d657a5,75,KE,Other,Business,"['Canada', 'Central America']","[{'flightNumber': 'EK5826', 'date': '2025-09-19T13:26:00'}, {'flightNumber': 'TK9862', 'date': '2025-02-23T22:50:00'}]"
de8ef945-76cb-419b-9917-4eff6144d619,41,IE,Other,Economy,"['Canada', 'Central America']","[{'flightNumber': 'OH595', 'date': '2024-06-16T23:07:00'}, {'flightNumber': 'MT3357', 'date': '2024-06-24T19:36:00'}, {'flightNumber': 'MU6944', 'date': '2025-07-14T02:15:00'}, {'flightNumber': 'WI2924', 'date': '2025-09-26T19:37:00'}]"
a35d66bf-b55d-4fe3-ba4e-d3e381980044,60,ZM,Other,Economy,"['Asia', 'Central America', 'US']","[{'flightNumber': 'EK9104', 'date': '2024-07-07T19:25:00'}, {'flightNumber': 'Z09829', 'date': '2024-06-11T21:03:00'}, {'flightNumber': 'KL1526', 'date': '2024-04-28T22:30:00'}, {'flightNumber': 'F99749', 'date': '2024-08-06T02:25:00'}, {'flightNumber': 'OY3494', 'date': '2025-09-27T18:49:00'}]"
574fbdf5-2a87-4cae-9735-417786716786,32,BN,Other,Economy,"['Middle East', 'Australia / Oceania']","[{'flightNumber': 'NH568', 'date': '2025-02-24T03:54:00'}, {'flightNumber': 'EY5441', 'date': '2024-06-14T21:58:00'}, {'flightNumber': 'CP2358', 'date': '2024-02-11T13:48:00'}]"
e388bc8c-a52b-4082-8c25-0714f6a0cdbf,75,SL,Other,Premium Economy,"['US', 'Mexico']","[{'flightNumber': 'WN2223', 'date': '2025-05-20T03:51:00'}, {'flightNumber': 'HA5479', 'date': '2024-08-21T02:54:00'}, {'flightNumber': 'FI2445', 'date': '2025-02-01T18:07:00'}, {'flightNumber': 'ZW1862', 'date': '2024-07-04T23:30:00'}, {'flightNumber': 'EZ9657', 'date': '2025-10-07T06:14:00'}]"
b9e68394-83e8-4022-9ade-99647d8d95e2,29,RW,Other,Premium Economy,['Central America'],"[{'flightNumber': 'SK2023', 'date': '2024-12-18T12:16:00'}, {'flightNumber': 'N72262', 'date': '2024-12-06T18:48:00'}, {'flightNumber': 'SQ4931', 'date': '2025-10-18T02:23:00'}, {'flightNumber': 'BR5557', 'date': '2024-04-09T12:09:00'}, {'flightNumber': 'MT5525', 'date': '2024-04-09T19:04:00'}]"
1fd9f21b-f047-4156-ac89-6396b638acb8,45,LK,Low Fare,Economy,['US'],[]
