flightNumber,date,fare,fareClass,seatsAvailable,priceCategory
EK1867,2024-12-22T08:32:00,1494.81,Business,175,Other
SE7989,2025-09-10T00:52:00,392.43,Economy,66,Low Fare
UA3131,2025-05-18T20:13:00,955.7,Premium Economy,71,Other
CM2264,2024-09-14T22:54:00,1320.42,Business,97,Other
CZ8530,2025-02-20T16:09:00,811.05,Business,142,Other
TK9508,2025-09-20T17:09:00,1435.94,Premium Economy,130,Other
9W8309,2025-02-09T01:58:00,677.36,Business,169,Other
WS6611,2025-07-12T02:55:00,202.66,Premium Economy,164,Low Fare
QQ1615,2024-02-24T20:18:00,389.74,Economy,111,Low Fare
EV6185,2024-03-29T16:37:00,740.56,Business,127,Other
MQ8792,2024-05-24T03:40:00,333.33,Business,24,Low Fare
PE4215,2024-06-30T21:52:00,1100.53,Economy,138,Other
CA3745,2024-05-01T04:19:00,530.94,Business,177,Other
WN1808,2025-10-01T23:42:00,149.2,Premium Economy,24,Low Fare
EI1878,2024-05-15T00:00:00,754.32,Premium Economy,79,Other
WN6735,2024-04-30T23:03:00,979.85,Premium Economy,71,Other
DP4284,2024-12-08T00:45:00,113.0,Premium Economy,81,Low Fare
KE7020,2024-09-30T22:03:00,401.19,Economy,148,Other
PE4332,2024-09-28T12:25:00,1292.23,Business,181,Other
AS548,2024-01-08T15:43:00,313.76,Business,200,Low Fare
ZW3092,2025-08-17T10:21:00,188.8,Economy,72,Low Fare
EK9325,2025-06-06T21:04:00,397.26,Business,132,Low Fare
Y49915,2025-06-01T17:19:00,305.3,Business,87,Low Fare
JL6478,2024-07-14T00:45:00,259.06,Premium Economy,89,Low Fare
AF1559,2024-06-16T17:26:00,851.25,Premium Economy,170,Other
DE664,2024-12-25T05:27:00,346.23,Business,24,Low Fare
AA1045,2025-12-22T08:55:00,1448.38,Premium Economy,105,Other
TP1218,2024-07-17T06:24:00,210.95,Economy,57,Low Fare
PE5832,2024-05-05T23:12:00,370.02,Business,106,Low Fare
IB1138,2025-01-12T16:38:00,255.1,Business,37,Low Fare
UA2906,2025-09-19T12:28:00,397.9,Business,47,Other
VS6983,2025-01-28T14:50:00,1424.62,Premium Economy,174,Other
SK3223,2025-11-09T12:09:00,518.67,Business,108,Other
YV890,2024-07-19T12:34:00,253.2,Business,119,Low Fare
QK6242,2024-02-09T09:08:00,209.45,Economy,55,Low Fare
GL6243,2025-01-15T18:45:00,269.64,Premium Economy,77,Low Fare
UA5499,2025-09-12T02:35:00,216.58,Premium Economy,34,Low Fare
DL9853,2024-04-18T09:30:00,364.78,Business,110,Low Fare
WI5072,2024-10-30T20:20:00,738.37,Business,101,Other
MX8215,2024-01-02T19:58:00,878.82,Economy,107,Other
MG1469,2025-04-04T08:25:00,136.53,Business,191,Low Fare
WW1171,2025-11-14T04:43:00,759.58,Business,91,Other
VS2069,2024-09-21T11:27:00,591.53,Business,67,Other
YX5610,2025-04-10T08:09:00,849.85,Business,191,Other
CC3380,2025-06-15T11:39:00,1284.52,Economy,159,Other
CP4128,2024-10-06T04:50:00,385.87,Economy,119,Low Fare
AA4747,2024-09-22T14:46:00,307.92,Economy,151,Low Fare
SR5047,2024-04-23T04:20:00,274.58,Premium Economy,192,Low Fare
AF5805,2025-12-29T05:04:00,161.43,Economy,119,Low Fare
SR9622,2024-01-11T13:56:00,243.22,Business,84,Low Fare
5Y5498,2025-12-14T19:48:00,621.04,Business,167,Other
G47449,2024-07-19T12:42:00,1394.15,Economy,56,Other
NZ7136,2024-04-10T08:58:00,217.18,Economy,19,Low Fare
WI5151,2024-08-31T04:41:00,325.37,Premium Economy,117,Other
AS1762,2024-01-19T09:36:00,1068.29,Business,85,Other
SS256,2024-01-24T13:53:00,296.08,Premium Economy,19,Low Fare
BBB7619,2024-06-01T10:00:00,520.77,Business,40,Other
A81163,2024-07-27T19:35:00,843.08,Economy,66,Other
CC3246,2024-11-27T07:26:00,238.59,Premium Economy,165,Low Fare
EI387,2024-03-09T22:00:00,1451.04,Economy,129,Other
TA1207,2025-01-05T17:15:00,294.21,Business,21,Low Fare
QX6094,2025-11-16T13:52:00,1478.09,Business,53,Other
NW4519,2024-06-19T20:11:00,1310.51,Premium Economy,89,Other
JL3046,2024-06-16T21:31:00,225.91,Business,10,Low Fare
AZ9526,2025-07-06T02:49:00,195.66,Premium Economy,170,Low Fare
OH8810,2024-04-11T17:34:00,183.45,Business,78,Low Fare
OZ3420,2024-09-20T04:31:00,881.05,Premium Economy,124,Other
FL7189,2024-09-27T21:55:00,655.29,Economy,118,Other
TA4753,2024-05-22T08:54:00,345.98,Business,40,Low Fare
WW2576,2025-09-04T16:26:00,365.7,Economy,34,Low Fare
IB5654,2025-10-18T01:38:00,151.71,Business,94,Low Fare
Z02011,2024-07-21T11:25:00,270.11,Economy,151,Low Fare
YX6675,2024-06-11T05:05:00,165.66,Premium Economy,162,Low Fare
F8606,2025-11-18T20:26:00,729.16,Business,113,Other
EY1880,2025-04-21T18:42:00,374.81,Economy,125,Other
Z04121,2024-10-28T23:45:00,148.78,Business,156,Low Fare
QK2898,2024-12-12T09:24:00,321.86,Economy,20,Low Fare
CX9736,2025-11-04T23:15:00,634.19,Premium Economy,188,Other
EY7827,2025-05-25T08:00:00,1317.75,Business,122,Other
TA3243,2025-12-01T15:00:00,140.93,Business,75,Low Fare
BR4701,2025-12-28T08:31:00,198.97,Economy,183,Low Fare
HA1514,2025-03-16T14:45:00,302.56,Economy,97,Low Fare
DP9911,2024-02-28T05:58:00,580.86,Business,131,Other
F93165,2025-12-21T20:20:00,183.86,Premium Economy,123,Low Fare
NH4262,2025-06-03T22:43:00,1202.95,Premium Economy,17,Other
AX2488,2024-09-17T21:26:00,378.37,Business,123,Low Fare
DH8365,2025-06-27T11:43:00,287.48,Economy,171,Low Fare
HX8730,2025-07-29T15:27:00,340.63,Economy,179,Other
FF9966,2024-08-15T13:55:00,110.06,Premium Economy,12,Low Fare
RD1113,2024-12-20T21:22:00,149.62,Economy,195,Low Fare
AF7377,2025-11-13T07:06:00,505.22,Premium Economy,133,Other
UA2453,2024-07-18T18:05:00,1200.87,Business,68,Other
AB4549,2024-08-21T22:07:00,198.11,Economy,51,Low Fare
PR5650,2024-01-30T11:39:00,1238.31,Business,174,Other
MX9019,2025-08-29T01:04:00,1410.52,Business,125,Other
A89777,2025-09-25T01:02:00,971.33,Premium Economy,17,Other
BF3268,2024-07-02T07:46:00,386.04,Business,149,Low Fare
EY5261,2025-04-26T13:54:00,214.89,Economy,97,Low Fare
PD1104,2024-04-07T00:16:00,269.38,Premium Economy,102,Low Fare
FF1991,2024-02-25T01:04:00,533.11,Economy,84,Other
EI5366,2025-01-29T23:33:00,390.42,Premium Economy,110,Low Fare
AX5306,2024-02-18T16:03:00,1103.31,Premium Economy,18,Other
MQ842,2025-03-16T15:18:00,276.26,Economy,78,Low Fare
TW8463,2024-05-30T16:22:00,158.14,Business,132,Low Fare
CA5206,2025-06-06T12:01:00,736.16,Business,151,Other
FI3221,2024-05-15T03:05:00,731.26,Premium Economy,44,Other
NK2063,2024-08-07T05:33:00,199.32,Premium Economy,145,Low Fare
MX312,2025-05-10T07:31:00,244.21,Business,123,Low Fare
SK9547,2024-11-16T20:44:00,354.43,Economy,170,Low Fare
KE8346,2025-05-15T07:20:00,892.71,Premium Economy,65,Other
ZW8398,2025-12-21T00:34:00,294.34,Business,143,Low Fare
EI2333,2025-08-23T16:22:00,1310.81,Business,54,Other
CZ6396,2025-03-07T02:19:00,616.81,Premium Economy,63,Other
DL529,2025-11-30T13:07:00,128.55,Economy,55,Low Fare
FF6818,2024-07-14T22:01:00,929.52,Premium Economy,105,Other
DE6007,2024-05-03T10:58:00,316.23,Business,77,Low Fare
TK9174,2024-02-20T16:20:00,1406.35,Business,92,Other
S69133,2025-07-22T00:10:00,141.32,Premium Economy,82,Low Fare
CI8538,2024-11-22T19:35:00,171.17,Business,185,Low Fare
QR1681,2025-01-12T10:19:00,413.74,Premium Economy,36,Other
LP9217,2025-09-15T00:31:00,882.71,Business,130,Other
LH3793,2025-02-03T10:21:00,896.49,Business,45,Other
SE947,2025-10-13T06:14:00,279.75,Premium Economy,172,Low Fare
VN2504,2025-10-06T12:44:00,1220.47,Business,153,Other
AY9779,2024-03-16T08:57:00,320.08,Premium Economy,13,Low Fare
AZ3430,2024-08-21T11:00:00,775.42,Premium Economy,186,Other
XE8216,2025-11-05T02:25:00,290.68,Premium Economy,98,Low Fare
QR373,2024-01-04T14:59:00,159.68,Business,101,Low Fare
XJ6682,2025-01-26T23:18:00,1427.93,Economy,32,Other
9W2499,2024-10-12T16:33:00,1293.64,Economy,112,Other
TP6230,2024-08-29T19:59:00,111.1,Business,120,Low Fare
KE5207,2024-10-06T21:59:00,1278.85,Premium Economy,145,Other
NK3247,2024-10-04T23:51:00,104.96,Business,130,Low Fare
TK5583,2024-03-05T11:06:00,1301.03,Business,88,Other
RW3631,2024-03-24T01:36:00,398.45,Business,109,Other
WI9351,2024-01-20T20:11:00,921.29,Economy,168,Other
XJ7903,2024-07-28T13:20:00,386.68,Business,172,Low Fare
WW5402,2024-04-18T01:54:00,255.65,Business,84,Low Fare
CX9072,2024-11-08T01:36:00,245.08,Business,48,Low Fare
UA2137,2024-10-08T08:27:00,288.8,Economy,68,Low Fare
MU8992,2024-08-20T20:16:00,1240.14,Business,35,Other
OZ3530,2024-01-01T18:10:00,539.96,Premium Economy,172,Other
TK963,2024-02-20T23:01:00,307.31,Business,88,Low Fare
AI4033,2024-07-21T15:32:00,1295.46,Business,120,Other
QK5818,2025-09-21T04:01:00,126.81,Premium Economy,122,Low Fare
BBB5042,2025-06-23T04:00:00,201.02,Premium Economy,81,Low Fare
PE7424,2025-01-20T02:11:00,1045.55,Premium Economy,33,Other
MG3247,2025-07-10T23:16:00,1389.19,Business,44,Other
TP2669,2025-04-21T06:28:00,330.05,Business,170,Low Fare
DH3214,2025-11-16T08:49:00,353.21,Business,32,Low Fare
OH9769,2024-06-18T00:42:00,339.79,Economy,32,Other
BR3692,2024-05-02T00:01:00,1477.44,Premium Economy,127,Other
MQ1422,2024-04-02T15:23:00,381.76,Business,132,Low Fare
NJ7608,2024-04-09T05:51:00,674.13,Premium Economy,40,Other
OO3462,2024-10-28T17:41:00,238.74,Business,179,Low Fare
SY5075,2024-05-17T01:11:00,294.98,Business,104,Low Fare
QR1801,2024-09-06T09:38:00,465.24,Premium Economy,77,Other
XJ3574,2024-03-02T04:33:00,180.37,Business,147,Low Fare
9W8954,2025-12-16T10:56:00,929.9,Economy,193,Other
XE5993,2024-04-16T17:36:00,1231.92,Business,176,Other
US1580,2024-01-15T16:35:00,1062.96,Economy,49,Other
MT6917,2025-06-10T08:14:00,317.44,Business,42,Low Fare
MQ2566,2025-06-13T11:00:00,379.68,Premium Economy,105,Other
AF8473,2024-04-22T08:17:00,124.08,Premium Economy,45,Low Fare
DE7629,2024-11-21T22:40:00,195.97,Business,117,Low Fare
CX8441,2025-10-07T07:42:00,107.76,Economy,78,Low Fare
SY2352,2024-08-03T14:36:00,923.68,Premium Economy,26,Other
LY7900,2024-09-21T05:14:00,870.23,Premium Economy,35,Other
EK1005,2024-02-15T23:47:00,701.41,Premium Economy,95,Other
AX8813,2025-11-18T18:48:00,351.36,Business,170,Other
HQ2472,2024-06-26T01:57:00,579.73,Premium Economy,141,Other
HA2927,2025-06-01T22:39:00,470.1,Premium Economy,42,Other
AM3113,2025-05-11T23:08:00,173.98,Economy,28,Low Fare
TZ1524,2024-08-07T00:42:00,233.93,Premium Economy,94,Low Fare
CC7097,2024-01-08T15:35:00,264.62,Economy,107,Low Fare
SY9834,2024-09-14T15:20:00,323.56,Business,64,Low Fare
MX3564,2024-03-05T07:12:00,1386.92,Premium Economy,130,Other
OO9908,2025-10-22T06:11:00,359.8,Business,135,Other
MT9735,2024-08-03T18:59:00,1363.61,Premium Economy,55,Other
VX9217,2024-03-23T20:24:00,143.36,Premium Economy,130,Low Fare
SQ525,2025-03-02T12:10:00,170.61,Business,192,Low Fare
FF3646,2024-01-14T03:24:00,305.21,Premium Economy,31,Low Fare
HX9367,2024-11-24T02:34:00,265.7,Premium Economy,31,Low Fare
VS2357,2025-10-30T04:31:00,518.72,Premium Economy,193,Other
AI9918,2025-09-04T23:04:00,292.85,Premium Economy,63,Low Fare
EI1695,2025-08-19T04:20:00,128.62,Economy,116,Low Fare
JX6950,2025-10-27T00:52:00,287.71,Business,185,Low Fare
PR2928,2025-03-22T02:47:00,311.33,Premium Economy,13,Other
SE9136,2024-10-20T19:10:00,167.74,Economy,160,Low Fare
N78132,2024-05-29T04:54:00,611.99,Premium Economy,38,Other
ZG377,2024-06-28T01:00:00,312.13,Business,50,Low Fare
CZ913,2025-09-09T23:12:00,367.63,Economy,50,Low Fare
EZ4335,2024-09-08T21:28:00,791.59,Economy,47,Other
LP5507,2024-02-13T15:42:00,104.36,Premium Economy,180,Low Fare
TA3830,2024-05-05T22:26:00,198.56,Economy,70,Low Fare
G41370,2024-08-17T01:00:00,791.21,Business,69,Other
HX752,2025-07-28T21:54:00,101.79,Business,57,Low Fare
YX2202,2025-08-25T17:29:00,111.17,Business,48,Low Fare
CC5197,2025-11-13T00:54:00,184.07,Premium Economy,32,Low Fare
CA853,2025-08-27T07:17:00,256.45,Premium Economy,56,Low Fare
AM1420,2025-07-31T18:09:00,279.64,Premium Economy,36,Low Fare
OO4993,2025-05-07T23:46:00,296.02,Premium Economy,13,Low Fare
PE3507,2024-11-07T16:11:00,319.04,Premium Economy,101,Low Fare
OZ8562,2024-01-27T07:11:00,1191.65,Premium Economy,108,Other
HQ926,2024-10-24T12:51:00,187.52,Premium Economy,180,Low Fare
ZW1552,2024-04-22T14:24:00,1285.38,Premium Economy,99,Other
LY7378,2024-07-06T13:31:00,1490.66,Economy,181,Other
NW2476,2025-08-19T17:29:00,253.34,Business,50,Low Fare
SQ3696,2025-08-01T08:05:00,1437.23,Business,140,Other
DH4274,2024-04-07T20:13:00,226.76,Economy,73,Low Fare
YP717,2025-01-13T06:33:00,268.86,Business,98,Low Fare
RW7589,2024-07-27T20:40:00,370.2,Premium Economy,186,Low Fare
OZ7443,2025-02-08T03:00:00,314.68,Premium Economy,136,Low Fare
NJ2640,2025-03-29T22:56:00,210.54,Economy,38,Low Fare
TZ9928,2025-05-12T22:54:00,405.8,Business,127,Other
YV1058,2024-02-11T14:43:00,960.31,Business,113,Other
OH8818,2025-03-19T14:55:00,345.8,Premium Economy,71,Low Fare
5Y3889,2024-01-21T22:59:00,227.16,Economy,77,Low Fare
JL2898,2024-04-26T03:38:00,189.11,Business,191,Low Fare
EY4361,2025-11-04T07:38:00,314.22,Premium Economy,91,Low Fare
QF8648,2024-12-28T18:47:00,162.56,Economy,120,Low Fare
LX387,2025-12-29T16:45:00,185.79,Business,15,Low Fare
AM2647,2025-06-25T19:15:00,314.04,Premium Economy,100,Low Fare
HQ7061,2024-10-25T12:14:00,1468.83,Economy,23,Other
F84298,2025-03-28T06:44:00,969.07,Business,200,Other
MU6842,2024-02-14T21:50:00,211.43,Economy,148,Low Fare
PE2834,2024-12-07T23:28:00,267.76,Economy,98,Low Fare
XP8520,2025-09-16T17:08:00,152.58,Business,78,Low Fare
TZ2826,2025-11-04T09:01:00,388.96,Economy,62,Low Fare
XP6763,2024-02-09T01:30:00,197.31,Economy,169,Low Fare
DL4965,2025-12-03T06:52:00,1279.48,Economy,20,Other
YP770,2024-06-14T07:03:00,247.12,Economy,158,Low Fare
9W2321,2024-02-02T00:59:00,1193.29,Business,130,Other
HA6493,2025-01-04T04:18:00,260.38,Premium Economy,89,Low Fare
FJ4845,2025-02-04T07:46:00,1018.8,Economy,35,Other
CP1258,2024-04-14T23:17:00,748.45,Economy,10,Other
MG2698,2025-10-17T19:52:00,102.28,Business,46,Low Fare
UA1374,2024-03-04T09:09:00,203.95,Economy,184,Low Fare
SS1776,2024-01-19T06:19:00,188.02,Business,35,Low Fare
OY9171,2024-06-17T23:10:00,559.01,Economy,32,Other
AC880,2024-07-06T22:22:00,165.54,Economy,152,Low Fare
GL6636,2025-05-08T17:59:00,846.88,Economy,150,Other
DE325,2025-04-29T08:14:00,102.64,Business,147,Low Fare
TK6003,2024-10-05T06:47:00,539.95,Premium Economy,25,Other
BR5750,2025-08-19T22:23:00,830.82,Economy,43,Other
KL4553,2025-03-23T14:14:00,599.39,Economy,165,Other
MG8138,2024-11-28T22:06:00,322.01,Premium Economy,144,Other
WW1959,2025-02-10T10:02:00,356.59,Premium Economy,158,Low Fare
TZ476,2024-06-19T02:10:00,535.98,Premium Economy,22,Other
JL5238,2025-02-04T06:34:00,841.75,Economy,153,Other
CM9233,2025-10-04T10:49:00,380.26,Business,96,Low Fare
Y49144,2025-04-20T07:55:00,103.74,Premium Economy,178,Low Fare
5Y802,2024-11-05T02:18:00,675.22,Economy,61,Other
WN5474,2024-03-20T04:38:00,555.01,Economy,165,Other
XP8197,2024-02-29T02:55:00,1135.3,Economy,140,Other
SK3019,2025-04-09T01:44:00,205.82,Business,26,Low Fare
BR4794,2024-03-25T11:58:00,1334.77,Business,14,Other
SQ9047,2025-02-03T09:02:00,387.65,Economy,145,Low Fare
BR4539,2024-02-05T02:50:00,1127.77,Premium Economy,144,Other
HX2593,2025-05-21T04:27:00,308.46,Business,130,Low Fare
US7061,2025-03-30T23:43:00,917.8,Business,51,Other
EK1403,2025-12-08T21:14:00,377.9,Economy,68,Low Fare
WW8298,2024-06-18T03:40:00,604.77,Business,74,Other
YP9159,2024-06-29T09:38:00,298.15,Business,33,Low Fare
MG6608,2024-06-20T03:59:00,302.26,Economy,146,Other
VX4546,2025-09-09T08:25:00,305.28,Premium Economy,21,Low Fare
LH9037,2025-09-02T05:06:00,439.02,Business,180,Other
GL8529,2024-07-12T02:00:00,1418.24,Economy,25,Other
XE1731,2024-08-09T06:01:00,330.44,Economy,73,Low Fare
OY1234,2025-11-08T15:33:00,330.1,Business,175,Low Fare
NH3722,2024-10-21T18:11:00,313.47,Economy,54,Low Fare
KE4085,2025-11-18T04:45:00,1232.33,Economy,75,Other
EI9107,2024-01-15T02:06:00,671.24,Business,182,Other
5Y3706,2025-01-11T05:47:00,187.83,Business,169,Low Fare
EV3112,2024-10-21T20:08:00,786.35,Business,54,Other
KE5318,2024-07-02T00:28:00,1066.46,Premium Economy,38,Other
CA448,2025-06-10T20:27:00,312.61,Economy,177,Low Fare
US1893,2025-11-17T12:16:00,1434.26,Business,28,Other
CZ8378,2024-09-23T01:50:00,142.2,Economy,45,Low Fare
CC4017,2025-02-23T06:50:00,1075.62,Premium Economy,200,Other
AF5408,2025-08-22T02:14:00,299.23,Economy,142,Low Fare
LX3216,2024-04-21T05:36:00,1238.3,Economy,67,Other
EZ2463,2025-11-05T06:53:00,197.25,Business,198,Low Fare
DL931,2024-03-04T17:41:00,1304.06,Economy,169,Other
XP9895,2025-01-07T18:50:00,177.12,Economy,196,Low Fare
S67753,2024-11-26T21:05:00,313.99,Premium Economy,99,Low Fare
9W3676,2025-09-27T20:04:00,220.43,Premium Economy,43,Low Fare
EV2359,2024-06-09T15:49:00,630.67,Business,103,Other
AZ5731,2024-03-14T04:21:00,377.02,Business,132,Low Fare
4O8908,2025-07-05T03:58:00,642.44,Premium Economy,188,Other
F85116,2024-03-21T02:54:00,184.13,Business,107,Low Fare
DL7729,2025-01-20T09:31:00,487.6,Economy,120,Other
N75274,2024-07-21T11:26:00,673.59,Premium Economy,48,Other
CC9749,2024-03-25T02:28:00,1371.89,Economy,17,Other
G42229,2024-04-09T23:58:00,254.49,Economy,160,Low Fare
QK2157,2025-05-10T12:18:00,383.72,Premium Economy,197,Low Fare
RD9193,2024-02-09T02:51:00,577.98,Business,146,Other
DP7271,2025-01-12T15:49:00,536.54,Premium Economy,136,Other
TK5690,2024-04-28T05:54:00,530.89,Premium Economy,37,Other
SR5651,2025-04-28T16:23:00,319.89,Premium Economy,94,Low Fare
VN7264,2025-09-17T13:50:00,121.13,Business,95,Low Fare
SR9355,2025-07-22T10:22:00,483.62,Premium Economy,114,Other
VS1669,2025-01-03T17:59:00,1452.85,Business,78,Other
TK9260,2025-05-25T16:12:00,1203.21,Business,15,Other
NH3334,2024-09-24T09:55:00,309.65,Business,100,Low Fare
VN6070,2025-01-20T10:36:00,294.84,Premium Economy,148,Low Fare
CA5511,2025-09-12T19:43:00,309.35,Economy,111,Low Fare
JL4591,2025-01-24T06:56:00,835.86,Economy,172,Other
B61325,2025-02-12T23:23:00,233.78,Premium Economy,105,Low Fare
LP5323,2024-06-04T13:12:00,1365.57,Economy,155,Other
XJ2436,2025-12-22T18:10:00,375.61,Economy,113,Low Fare
SY5245,2024-01-06T11:58:00,658.14,Business,186,Other
YX9129,2024-05-05T11:51:00,415.81,Economy,100,Other
PD7798,2024-04-09T08:02:00,975.53,Business,123,Other
DH274,2024-09-20T00:40:00,378.78,Economy,49,Other
TW9705,2024-11-06T16:43:00,582.63,Premium Economy,179,Other
AF2704,2025-03-29T02:25:00,891.63,Economy,184,Other
A83876,2025-09-22T10:17:00,365.16,Economy,49,Other
BBB5123,2025-12-05T15:37:00,1116.76,Economy,195,Other
XP2634,2025-11-19T08:06:00,298.89,Economy,118,Low Fare
CA3662,2025-06-06T10:25:00,1433.84,Business,122,Other
TZ8267,2024-01-23T01:07:00,1095.41,Business,138,Other
OY9897,2024-06-21T00:43:00,945.07,Premium Economy,10,Other
MQ2865,2024-05-05T17:11:00,211.68,Premium Economy,121,Low Fare
AB4772,2025-11-02T14:56:00,920.72,Business,140,Other
QF4632,2024-02-06T05:30:00,1072.66,Business,91,Other
BA3076,2025-04-29T22:42:00,362.68,Business,17,Low Fare
SK9604,2025-01-01T12:48:00,1117.23,Economy,163,Other
EV2835,2025-08-09T01:52:00,416.95,Premium Economy,75,Other
OH7050,2025-08-16T21:05:00,860.54,Economy,177,Other
DE1307,2025-08-05T18:25:00,1117.9,Economy,120,Other
LX1507,2024-01-17T04:14:00,1234.05,Business,105,Other
TZ2232,2025-07-06T06:06:00,875.01,Business,163,Other
DH1553,2025-06-16T21:40:00,286.71,Business,114,Low Fare
JX8471,2024-09-04T03:21:00,303.82,Economy,155,Low Fare
JX4767,2025-01-04T08:53:00,382.36,Business,149,Low Fare
QQ304,2025-09-01T07:13:00,289.96,Business,134,Low Fare
BBB8568,2024-11-09T02:07:00,369.45,Premium Economy,121,Low Fare
TS9626,2025-01-13T23:04:00,934.19,Premium Economy,153,Other
MX8508,2025-09-24T18:27:00,345.08,Economy,103,Other
XJ7530,2024-12-02T12:36:00,262.92,Economy,105,Low Fare
EV102,2024-04-14T04:01:00,981.82,Business,157,Other
VS2266,2025-08-03T23:25:00,105.08,Economy,57,Low Fare
YP4233,2024-09-29T06:29:00,341.75,Premium Economy,16,Low Fare
MQ576,2024-08-02T15:31:00,245.11,Economy,63,Low Fare
CC9551,2025-02-12T00:36:00,121.32,Business,32,Low Fare
S63441,2024-12-14T23:18:00,1008.86,Premium Economy,27,Other
FI5758,2024-05-09T02:08:00,338.56,Economy,180,Low Fare
YX1791,2024-04-10T05:44:00,412.96,Business,50,Other
BF9490,2024-11-24T14:09:00,359.94,Premium Economy,81,Low Fare
SS5334,2025-04-16T21:39:00,1400.54,Economy,13,Other
OZ2614,2025-09-30T01:26:00,995.38,Premium Economy,193,Other
DP358,2025-03-20T11:23:00,967.52,Premium Economy,136,Other
CP4556,2025-10-19T12:26:00,198.06,Business,171,Low Fare
NK5377,2024-10-12T09:36:00,343.39,Premium Economy,67,Low Fare
TA711,2025-12-13T23:55:00,1436.93,Economy,117,Other
QR1527,2024-01-04T14:03:00,399.23,Premium Economy,36,Other
AX9836,2024-04-21T20:35:00,820.89,Economy,95,Other
OH5487,2024-07-17T15:44:00,973.34,Premium Economy,38,Other
A8723,2025-07-12T14:37:00,177.94,Premium Economy,78,Low Fare
AX1808,2024-08-01T10:42:00,112.36,Economy,142,Low Fare
MQ6004,2025-01-21T23:44:00,571.42,Premium Economy,26,Other
NK2894,2025-11-28T02:21:00,1417.12,Premium Economy,39,Other
JL6130,2024-09-20T21:28:00,242.76,Premium Economy,89,Low Fare
TP3604,2024-02-11T21:21:00,963.16,Business,61,Other
CA4560,2025-12-16T11:09:00,354.88,Business,139,Low Fare
EV8565,2024-10-09T06:32:00,207.45,Premium Economy,189,Low Fare
JL8853,2024-09-13T22:17:00,638.27,Business,200,Other
NK4872,2025-02-05T10:03:00,942.37,Economy,176,Other
CP4943,2025-03-09T10:10:00,329.02,Economy,150,Low Fare
FF9817,2025-01-01T03:02:00,222.73,Business,179,Low Fare
EV9924,2025-05-01T19:07:00,158.04,Economy,152,Low Fare
VX4204,2024-05-18T10:21:00,1431.27,Premium Economy,88,Other
QQ1832,2024-01-07T14:21:00,148.25,Premium Economy,155,Low Fare
WI8298,2024-07-18T10:09:00,1226.59,Business,11,Other
OH3339,2025-05-30T17:00:00,291.62,Business,118,Low Fare
B68689,2024-07-05T20:25:00,221.48,Economy,134,Low Fare
WN1268,2025-02-05T09:35:00,1162.84,Economy,84,Other
CC1454,2025-10-06T20:43:00,145.67,Premium Economy,44,Low Fare
RD8542,2024-07-23T02:43:00,620.19,Business,56,Other
CZ408,2025-12-30T07:13:00,273.09,Business,47,Low Fare
TS4250,2024-03-04T15:37:00,494.63,Premium Economy,22,Other
NZ8184,2025-01-08T15:35:00,290.67,Economy,54,Low Fare
AZ4152,2024-05-12T07:27:00,1297.34,Economy,187,Other
AF9360,2025-05-20T16:08:00,306.96,Economy,196,Other
ZG2969,2025-05-11T00:47:00,1220.31,Business,41,Other
AC9962,2024-01-27T18:18:00,382.99,Premium Economy,20,Low Fare
MX9280,2025-11-03T02:30:00,169.96,Business,54,Low Fare
AS2929,2025-12-15T05:42:00,849.84,Premium Economy,61,Other
FL1448,2025-09-21T18:55:00,409.25,Business,77,Other
9W5729,2024-12-12T03:57:00,137.72,Premium Economy,44,Low Fare
NH6870,2025-10-05T01:27:00,174.7,Economy,114,Low Fare
HX4199,2025-09-04T12:34:00,995.21,Business,166,Other
GL3350,2024-05-03T20:01:00,177.89,Economy,174,Low Fare
RW600,2024-02-03T23:51:00,1440.48,Premium Economy,117,Other
QK2385,2024-06-13T05:28:00,594.59,Premium Economy,101,Other
QF2546,2025-01-11T15:40:00,707.12,Premium Economy,13,Other
FJ9208,2024-11-23T08:51:00,295.03,Business,85,Low Fare
TW9057,2025-05-17T07:51:00,264.18,Economy,175,Low Fare
Z0764,2024-02-09T14:31:00,967.37,Business,195,Other
CI2375,2025-11-30T11:20:00,1074.03,Premium Economy,22,Other
FL878,2025-06-30T19:42:00,334.29,Economy,133,Low Fare
AY3720,2025-03-02T08:53:00,108.7,Premium Economy,62,Low Fare
TK5553,2025-05-18T14:43:00,1449.26,Business,138,Other
YV9111,2025-12-04T23:56:00,174.65,Economy,48,Low Fare
MX1459,2024-01-29T11:16:00,140.05,Premium Economy,102,Low Fare
B69359,2024-04-03T09:09:00,883.7,Premium Economy,88,Other
TK218,2025-09-25T13:27:00,1055.37,Business,120,Other
BBB3485,2025-08-08T19:50:00,1036.98,Economy,46,Other
AB5491,2024-12-19T15:11:00,161.97,Business,121,Low Fare
OY9087,2024-07-09T06:56:00,1426.54,Premium Economy,152,Other
SR8326,2025-08-31T19:30:00,800.98,Business,111,Other
Z04089,2024-08-28T16:04:00,184.29,Economy,114,Low Fare
QQ2133,2024-06-24T07:58:00,306.42,Business,151,Low Fare
CX6631,2024-01-14T14:58:00,548.04,Premium Economy,133,Other
N75822,2024-06-03T02:26:00,268.03,Business,168,Low Fare
FJ6371,2025-10-27T07:40:00,1448.91,Economy,43,Other
AA4550,2025-06-30T15:52:00,1319.69,Premium Economy,130,Other
