flightNumber,airline,iataCode,origin,destination,region,departureTime,arrivalTime,duration,fare,fareClass,seatsAvailable,priceCategory,aircraftType,onTimePerformance
EV6800,Atlantic Southeast Airlines,EV,SFO,PTY,Central America,2024-04-28T00:30:00,2024-04-28T04:05:00,215,276.89,Premium Economy,162,Low Fare,Boeing 737,0.9
MT395,Sports Hawk,MT,SFO,DEL,Asia,2025-04-18T14:54:00,2025-04-19T00:08:00,554,463.67,Business,154,Other,Airbus A350,0.82
SS2075,Corsairfly,SS,SFO,PTY,Central America,2025-09-14T00:27:00,2025-09-14T01:37:00,70,179.62,Premium Economy,57,Low Fare,Airbus A320,0.8
AX5431,Trans States Airlines,AX,SFO,LAX,US,2024-02-18T22:53:00,2024-02-19T04:16:00,323,917.65,Premium Economy,131,Other,Airbus A320,0.9
NJ4261,Vanguard Airlines,NJ,SFO,YUL,Canada,2025-12-14T21:46:00,2025-12-15T07:08:00,562,132.16,Premium Economy,67,Low Fare,Boeing 787,0.91
WW3877,WOW Air,WW,SFO,LAX,South America,2024-12-20T21:12:00,2024-12-20T22:40:00,88,754.56,Economy,198,Other,Boeing 737,0.81
AA726,American Airlines,AA,SFO,LAX,South America,2025-11-28T00:58:00,2025-11-28T05:24:00,266,133.67,Economy,103,Low Fare,Boeing 787,0.71
XE7820,ExpressJet Airlines,XE,SFO,LAX,South America,2024-04-09T03:46:00,2024-04-09T13:32:00,586,926.88,Economy,99,Other,Airbus A350,0.93
BA8928,British Airways,BA,SFO,SIN,Asia,2025-07-23T10:11:00,2025-07-23T22:07:00,716,893.54,Economy,161,Other,Airbus A350,0.7
NH6551,"All Nippon Company Airways, Ltd.",NH,SFO,DEL,Asia,2025-01-08T09:54:00,2025-01-08T13:11:00,197,1401.33,Premium Economy,52,Other,Boeing 737,0.87
F89074,El Al Israel Airlines LTD.,F8,SFO,CUN,Mexico,2025-01-20T05:18:00,2025-01-20T11:04:00,346,829.15,Premium Economy,67,Other,Boeing 787,0.83
XP2226,Casino Express,XP,SFO,PTY,Central America,2024-03-08T02:28:00,2024-03-08T14:23:00,715,281.2,Premium Economy,68,Low Fare,Airbus A350,0.93
YV1584,Mesa Airlines,YV,SFO,YVR,Canada,2024-02-21T03:55:00,2024-02-21T10:42:00,407,204.85,Business,64,Low Fare,Airbus A350,0.93
FI6778,Icelandair EHF,FI,SFO,ORD,US,2024-12-29T15:13:00,2024-12-29T21:50:00,397,340.02,Premium Economy,18,Low Fare,Boeing 737,0.82
SE4698,XL Airways France,SE,SFO,LAX,South America,2025-09-17T18:18:00,2025-09-18T04:15:00,597,373.96,Business,193,Low Fare,Airbus A350,0.77
SY4228,Sun Country Airlines,SY,SFO,NRT,Asia,2024-06-18T09:45:00,2024-06-18T17:35:00,470,686.05,Economy,106,Other,Boeing 787,0.79
JL6974,Japan Airlines,JL,SFO,CUN,Mexico,2024-09-04T15:35:00,2024-09-05T03:13:00,698,310.43,Economy,18,Other,Airbus A320,0.72
XJ1127,Mesaba Airlines,XJ,SFO,CDG,Europe,2025-05-12T17:43:00,2025-05-13T05:01:00,678,210.62,Business,65,Low Fare,Boeing 737,0.87
NJ7653,Vanguard Airlines,NJ,SFO,LAX,Australia / Oceania,2025-01-09T20:11:00,2025-01-09T21:50:00,99,208.57,Business,40,Low Fare,Boeing 787,0.87
VS4738,Virgin Atlantic,VS,SFO,LAX,South America,2024-08-23T09:55:00,2024-08-23T21:06:00,671,919.88,Business,49,Other,Boeing 737,0.89
EY6060,Etihad Airways,EY,SFO,MIA,US,2025-04-21T07:06:00,2025-04-21T14:10:00,424,340.54,Economy,117,Low Fare,Airbus A350,0.76
XP659,Xtra Airways,XP,SFO,LAX,Australia / Oceania,2025-01-18T05:51:00,2025-01-18T15:24:00,573,557.18,Premium Economy,38,Other,Airbus A320,0.81
5Y4830,"Atlas Air, Inc",5Y,SFO,LAX,South America,2025-03-04T12:10:00,2025-03-04T22:11:00,601,1057.78,Business,85,Other,Boeing 737,0.8
US6848,US Airways,US,SFO,HKG,Asia,2025-05-12T11:14:00,2025-05-12T13:27:00,133,574.48,Economy,86,Other,Boeing 737,0.8
YP4065,"Air Premia, Inc.",YP,SFO,DXB,Middle East,2024-12-10T15:33:00,2024-12-10T23:39:00,486,1028.84,Economy,186,Other,Airbus A350,0.73
SQ4661,"China Eastern Airlines, Inc",SQ,SFO,LAX,South America,2024-03-23T12:26:00,2024-03-23T23:56:00,690,725.22,Business,18,Other,Airbus A320,0.94
UA3283,United Airlines,UA,SFO,CDG,Europe,2024-02-18T06:05:00,2024-02-18T07:15:00,70,244.23,Premium Economy,34,Low Fare,Boeing 737,0.93
SE9747,XL Airways France,SE,SFO,MIA,US,2024-11-18T12:21:00,2024-11-18T19:00:00,399,216.53,Economy,55,Low Fare,Airbus A350,0.72
MX4873,"Breeze Aviation Group, Inc.",MX,SFO,LAX,South America,2025-11-20T20:56:00,2025-11-21T04:21:00,445,109.41,Business,67,Low Fare,Boeing 737,0.79
XP2906,Casino Express,XP,SFO,FRA,Europe,2025-06-14T01:51:00,2025-06-14T08:07:00,376,500.32,Economy,120,Other,Boeing 787,0.86
YX4808,Midwest Airlines,YX,SFO,LAX,Australia / Oceania,2024-07-06T04:02:00,2024-07-06T06:25:00,143,690.44,Business,50,Other,Airbus A350,0.91
SQ7713,Singapore Airlines,SQ,SFO,SJO,Central America,2024-09-27T21:33:00,2024-09-28T02:41:00,308,942.28,Business,35,Other,Boeing 737,0.86
QR2988,Qatar Airways,QR,SFO,AMS,Europe,2025-02-06T15:07:00,2025-02-07T02:17:00,670,975.5,Premium Economy,142,Other,Airbus A320,0.92
RD3791,Ryan International Airlines,RD,SFO,LAX,South America,2025-07-28T11:13:00,2025-07-28T15:17:00,244,221.23,Economy,72,Low Fare,Airbus A320,0.84
XJ1579,Mesaba Airlines,XJ,SFO,PTY,Central America,2024-06-07T11:40:00,2024-06-07T22:28:00,648,1451.72,Business,93,Other,Airbus A350,0.82
VX7188,Virgin America,VX,SFO,LAX,South America,2024-04-17T16:38:00,2024-04-18T01:40:00,542,1294.1,Economy,45,Other,Airbus A350,0.74
UA4750,United Airlines - Pre 07/01/2013,UA,SFO,MEX,Mexico,2025-05-13T10:07:00,2025-05-13T11:12:00,65,1383.84,Premium Economy,93,Other,Airbus A350,0.87
WW4661,WOW Air,WW,SFO,LAX,South America,2025-02-01T18:03:00,2025-02-01T21:06:00,183,1370.29,Premium Economy,53,Other,Boeing 737,0.79
QQ164,Reno Air,QQ,SFO,LAX,Australia / Oceania,2024-12-13T03:30:00,2024-12-13T05:28:00,118,151.77,Economy,193,Low Fare,Airbus A320,0.95
UA9921,United Airlines,UA,SFO,LAX,Australia / Oceania,2024-03-14T21:17:00,2024-03-15T06:14:00,537,1468.1,Business,198,Other,Boeing 787,0.79
SR6486,Swissair,SR,SFO,MEX,Mexico,2024-11-03T20:08:00,2024-11-04T05:02:00,534,1460.57,Economy,181,Other,Airbus A320,0.91
QK1184,Jazz Aviation,QK,SFO,LAX,Australia / Oceania,2025-01-28T17:24:00,2025-01-28T20:52:00,208,247.06,Economy,171,Low Fare,Airbus A350,0.89
AZ5346,ITA Airways,AZ,SFO,LAX,Australia / Oceania,2025-04-16T13:18:00,2025-04-17T00:11:00,653,1062.07,Business,160,Other,Boeing 737,0.89
NH6715,"All Nippon Company Airways, Ltd.",NH,SFO,FRA,Europe,2024-11-17T15:50:00,2024-11-18T00:57:00,547,1361.64,Premium Economy,192,Other,Airbus A320,0.86
BA9800,British Airways,BA,SFO,MIA,US,2024-12-22T21:29:00,2024-12-23T09:07:00,698,197.46,Business,54,Low Fare,Boeing 737,0.94
N7336,National Airlines,N7,SFO,DXB,Middle East,2025-01-17T21:50:00,2025-01-18T06:38:00,528,382.19,Economy,62,Other,Boeing 737,0.95
KL6163,KLM Royal Dutch Airlines,KL,SFO,CDG,Europe,2024-12-24T11:24:00,2024-12-24T12:31:00,67,365.18,Business,115,Other,Airbus A320,0.75
OZ7880,Asiana Airlines,OZ,SFO,SJO,Central America,2024-09-21T14:56:00,2024-09-21T21:53:00,417,223.62,Premium Economy,39,Low Fare,Boeing 737,0.81
BBB1305,BelAir Airlines,BBB,SFO,DOH,Middle East,2025-10-23T14:55:00,2025-10-23T23:30:00,515,788.72,Economy,57,Other,Airbus A320,0.89
QK6866,Jazz Aviation,QK,SFO,LAX,Australia / Oceania,2024-04-21T00:01:00,2024-04-21T01:02:00,61,300.36,Business,140,Other,Boeing 787,0.75
FI8492,Icelandair EHF,FI,SFO,AMS,Europe,2025-02-25T12:40:00,2025-02-25T13:41:00,61,185.58,Economy,75,Low Fare,Boeing 737,0.91
DL7491,Sports Hawk,DL,SFO,DXB,Middle East,2024-12-16T10:12:00,2024-12-16T13:31:00,199,315.79,Economy,185,Low Fare,Airbus A320,0.71
VX1133,Virgin America,VX,SFO,LAX,South America,2025-05-29T01:33:00,2025-05-29T12:39:00,666,331.53,Premium Economy,44,Low Fare,Airbus A320,0.87
JX958,Starlux Airlines Co. LTD,JX,SFO,SIN,Asia,2024-10-09T04:41:00,2024-10-09T14:37:00,596,721.19,Economy,18,Other,Boeing 737,0.79
VS3019,Virgin Atlantic,VS,SFO,PTY,Central America,2024-04-10T19:37:00,2024-04-11T00:06:00,269,188.74,Premium Economy,97,Low Fare,Boeing 737,0.72
FI4250,North American Airlines,FI,SFO,MEX,Mexico,2024-04-04T15:39:00,2024-04-04T21:29:00,350,1483.48,Premium Economy,39,Other,Airbus A350,0.91
TA4248,"TACA International Airlines, S.A.",TA,SFO,YVR,Canada,2025-03-18T18:49:00,2025-03-19T06:06:00,677,1137.75,Economy,126,Other,Boeing 787,0.94
PR9938,Philippine Airlines,PR,SFO,CUN,Mexico,2024-10-13T18:52:00,2024-10-14T05:34:00,642,1412.81,Economy,18,Other,Airbus A320,0.76
SQ8505,Singapore Airlines,SQ,SFO,SJO,Central America,2024-05-20T10:25:00,2024-05-20T16:35:00,370,314.68,Business,43,Low Fare,Boeing 787,0.91
YP2739,"Air Premia, Inc.",YP,SFO,DXB,Middle East,2024-03-25T05:58:00,2024-03-25T15:59:00,601,318.23,Economy,135,Low Fare,Airbus A320,0.71
SQ5790,Aeroflot Russian International Airlines,SQ,SFO,LHR,Europe,2024-09-24T20:01:00,2024-09-25T07:17:00,676,221.18,Economy,70,Low Fare,Boeing 787,0.92
TS2732,Air Transat,TS,SFO,AMS,Europe,2025-11-24T11:57:00,2025-11-24T15:37:00,220,171.63,Economy,65,Low Fare,Airbus A350,0.85
LY4070,Norwegian Air UK Ltd,LY,SFO,ORD,US,2024-05-05T02:38:00,2024-05-05T06:45:00,247,1095.02,Premium Economy,87,Other,Boeing 787,0.9
TW6101,TWA,TW,SFO,YUL,Canada,2025-03-14T06:06:00,2025-03-14T09:26:00,200,294.08,Economy,75,Low Fare,Boeing 787,0.79
DP6141,Air 2000,DP,SFO,YYZ,Canada,2024-06-01T23:46:00,2024-06-02T05:45:00,359,163.54,Business,125,Low Fare,Boeing 737,0.73
MX9309,Mexicana Airlines,MX,SFO,CUN,Mexico,2025-10-05T02:14:00,2025-10-05T03:35:00,81,390.33,Business,90,Low Fare,Boeing 737,0.88
HA1681,Hawaiian Airlines,HA,SFO,MEX,Mexico,2025-04-30T23:47:00,2025-05-01T11:00:00,673,963.15,Premium Economy,187,Other,Boeing 737,0.72
CC3077,Air Atlanta Icelandic,CC,SFO,CUN,Mexico,2024-09-18T07:36:00,2024-09-18T14:01:00,385,411.19,Premium Economy,164,Other,Boeing 737,0.91
AI5972,Air India Limited,AI,SFO,LAX,Australia / Oceania,2024-10-04T10:26:00,2024-10-04T18:48:00,502,229.42,Economy,105,Low Fare,Boeing 787,0.95
MG2291,Champion Air,MG,SFO,MEX,Mexico,2025-09-16T03:05:00,2025-09-16T11:35:00,510,531.13,Premium Economy,61,Other,Airbus A320,0.93
G45372,Allegiant Air,G4,SFO,YUL,Canada,2025-06-02T01:36:00,2025-06-02T13:04:00,688,185.88,Premium Economy,79,Low Fare,Boeing 787,0.85
XP1066,Xtra Airways,XP,SFO,LAX,South America,2024-05-17T19:25:00,2024-05-18T01:58:00,393,351.36,Economy,174,Low Fare,Airbus A350,0.78
SQ5639,Singapore Airlines,SQ,SFO,MEX,Mexico,2024-06-11T04:41:00,2024-06-11T13:48:00,547,893.03,Economy,22,Other,Airbus A350,0.89
MQ532,"Envoy Air, Inc.",MQ,SFO,DEL,Asia,2024-05-08T04:21:00,2024-05-08T11:54:00,453,533.36,Premium Economy,77,Other,Airbus A320,0.7
EY6216,Aeroflot Russian International Airlines,EY,SFO,LAX,South America,2025-02-03T00:50:00,2025-02-03T12:15:00,685,302.63,Business,19,Other,Airbus A320,0.82
MX8520,Mexicana Airlines,MX,SFO,DXB,Middle East,2025-03-08T23:41:00,2025-03-09T05:03:00,322,258.05,Business,145,Low Fare,Boeing 787,0.89
Y45848,Norwegian Air Shuttle ASA,Y4,SFO,AMS,Europe,2025-01-07T00:09:00,2025-01-07T02:08:00,119,706.75,Business,71,Other,Airbus A350,0.71
CI880,China Airlines,CI,SFO,CDG,Europe,2024-10-16T17:48:00,2024-10-16T23:47:00,359,277.82,Business,114,Low Fare,Airbus A320,0.86
G44998,Allegiant Air,G4,SFO,LAX,Australia / Oceania,2024-10-13T17:34:00,2024-10-13T19:48:00,134,333.66,Economy,108,Low Fare,Airbus A320,0.73
YX8848,Midwest Airlines,YX,SFO,LAX,Australia / Oceania,2025-09-30T23:50:00,2025-10-01T09:22:00,572,293.65,Business,126,Low Fare,Boeing 787,0.8
AZ5792,ITA Airways,AZ,SFO,ORD,US,2024-04-30T20:32:00,2024-05-01T04:41:00,489,275.87,Business,94,Low Fare,Boeing 737,0.85
VN4305,Vietnam Airlines JSC,VN,SFO,LHR,Europe,2024-10-26T16:17:00,2024-10-26T19:42:00,205,1472.9,Premium Economy,185,Other,Airbus A350,0.78
AS4439,Sobelair Airlines,AS,SFO,LAX,South America,2024-02-25T17:01:00,2024-02-25T18:46:00,105,1215.61,Premium Economy,48,Other,Airbus A320,0.88
GL1168,Miami Air International,GL,SFO,SIN,Asia,2025-06-15T04:30:00,2025-06-15T05:58:00,88,369.57,Premium Economy,173,Low Fare,Boeing 787,0.79
HA7062,"China Eastern Airlines, Inc",HA,SFO,SIN,Asia,2024-03-10T21:05:00,2024-03-11T04:06:00,421,1232.5,Business,190,Other,Airbus A350,0.83
XJ5345,Mesaba Airlines,XJ,SFO,MIA,US,2024-10-01T08:11:00,2024-10-01T16:16:00,485,127.87,Economy,143,Low Fare,Boeing 737,0.74
YX9277,Midwest Airlines,YX,SFO,LAX,Australia / Oceania,2025-09-17T05:35:00,2025-09-17T10:10:00,275,235.13,Economy,193,Low Fare,Boeing 737,0.82
DP4841,Sports Hawk,DP,SFO,PTY,Central America,2024-04-19T15:11:00,2024-04-19T17:59:00,168,279.4,Economy,128,Low Fare,Boeing 737,0.75
DP8580,Air 2000,DP,SFO,YVR,Canada,2025-09-24T22:03:00,2025-09-25T06:37:00,514,410.4,Premium Economy,130,Other,Airbus A320,0.86
NJ3142,Vanguard Airlines,NJ,SFO,DXB,Middle East,2024-04-02T11:26:00,2024-04-02T14:53:00,207,159.0,Premium Economy,136,Low Fare,Airbus A320,0.83
S68672,Star Air,S6,SFO,HKG,Asia,2024-07-07T22:14:00,2024-07-08T00:54:00,160,499.67,Premium Economy,16,Other,Airbus A320,0.84
WN3642,"Samsic Airport America, LLC",WN,SFO,DEL,Asia,2025-09-12T06:02:00,2025-09-12T15:32:00,570,158.62,Economy,123,Low Fare,Boeing 787,0.87
LP6688,LAN Peru,LP,SFO,CUN,Mexico,2024-04-01T19:24:00,2024-04-02T00:58:00,334,1209.13,Premium Economy,128,Other,Airbus A320,0.74
OZ8255,Asiana Airlines,OZ,SFO,YYZ,Canada,2024-01-07T08:53:00,2024-01-07T11:58:00,185,1432.32,Premium Economy,143,Other,Airbus A320,0.83
NK7052,Spirit Airlines,NK,SFO,JFK,US,2024-04-21T21:14:00,2024-04-22T06:28:00,554,151.38,Economy,94,Low Fare,Airbus A320,0.71
DH8674,Independence Air,DH,SFO,LAX,Australia / Oceania,2024-09-04T15:53:00,2024-09-04T19:35:00,222,243.18,Economy,142,Low Fare,Airbus A320,0.91
NW1584,Northwest Airlines (became Delta),NW,SFO,YYZ,Canada,2024-03-30T03:08:00,2024-03-30T09:39:00,391,150.13,Business,180,Low Fare,Boeing 787,0.83
G48122,Allegiant Air,G4,SFO,LAX,South America,2025-06-02T20:52:00,2025-06-03T06:21:00,569,296.31,Economy,113,Low Fare,Airbus A320,0.72
EV9282,Atlantic Southeast Airlines,EV,SFO,LAX,South America,2024-10-04T07:28:00,2024-10-04T15:38:00,490,303.17,Economy,80,Low Fare,Boeing 787,0.77
HA2143,Hawaiian Airlines,HA,SFO,PTY,Central America,2025-08-06T16:43:00,2025-08-06T23:01:00,378,388.03,Economy,141,Other,Boeing 737,0.91
CZ9791,Norwegian Air Shuttle ASA,CZ,SFO,LAX,US,2024-04-21T11:16:00,2024-04-21T22:46:00,690,1483.55,Economy,200,Other,Airbus A350,0.92
AA2647,American Airlines,AA,SFO,AMS,Europe,2025-02-06T07:40:00,2025-02-06T13:11:00,331,1025.81,Premium Economy,151,Other,Boeing 787,0.77
OY2296,Omni Air International,OY,SFO,HKG,Asia,2024-12-18T19:09:00,2024-12-19T06:11:00,662,102.19,Economy,48,Low Fare,Boeing 737,0.82
XP6181,Xtra Airways,XP,SFO,PTY,Central America,2024-09-28T22:25:00,2024-09-29T03:44:00,319,1114.4,Business,27,Other,Boeing 787,0.72
AC1335,Boeing Company,AC,SFO,PTY,Central America,2025-09-23T08:16:00,2025-09-23T16:23:00,487,399.03,Economy,158,Other,Airbus A320,0.9
EI5474,"Aer Lingus, Ltd.",EI,SFO,ORD,US,2025-03-30T19:20:00,2025-03-30T22:32:00,192,1007.97,Premium Economy,48,Other,Boeing 787,0.89
CC4636,Sobelair Airlines,CC,SFO,FRA,Europe,2025-01-29T17:15:00,2025-01-30T04:22:00,667,1483.3,Economy,64,Other,Boeing 787,0.85
XJ1405,"Samsic Airport America, LLC",XJ,SFO,DXB,Middle East,2024-09-15T13:53:00,2024-09-15T18:39:00,286,312.04,Economy,184,Low Fare,Boeing 737,0.8
GL124,Miami Air International,GL,SFO,FRA,Europe,2025-08-11T04:44:00,2025-08-11T16:38:00,714,128.14,Premium Economy,193,Low Fare,Airbus A350,0.87
XP1097,Casino Express,XP,SFO,FRA,Europe,2024-05-18T09:45:00,2024-05-18T11:28:00,103,174.98,Economy,151,Low Fare,Boeing 737,0.84
WN6894,Southwest Airlines,WN,SFO,AMS,Europe,2024-10-25T11:25:00,2024-10-25T21:22:00,597,1100.87,Business,195,Other,Boeing 787,0.88
YP5918,"Air Premia, Inc.",YP,SFO,JFK,US,2024-11-23T01:49:00,2024-11-23T02:59:00,70,397.14,Premium Economy,91,Low Fare,Airbus A350,0.91
FI9443,Icelandair EHF,FI,SFO,LAX,South America,2025-10-22T21:42:00,2025-10-23T05:20:00,458,828.07,Business,97,Other,Airbus A350,0.93
QX2209,Horizon Air,QX,SFO,CDG,Europe,2025-04-17T21:49:00,2025-04-18T09:33:00,704,1489.17,Premium Economy,45,Other,Airbus A320,0.84
CP5649,Compass Airlines,CP,SFO,LAX,South America,2024-10-22T07:34:00,2024-10-22T14:57:00,443,381.32,Economy,20,Low Fare,Airbus A350,0.85
QR4374,Qatar Airways,QR,SFO,PTY,Central America,2024-09-27T20:13:00,2024-09-27T22:55:00,162,270.34,Premium Economy,78,Low Fare,Airbus A350,0.79
DP9761,Air 2000,DP,SFO,PTY,Central America,2025-10-08T12:12:00,2025-10-08T16:18:00,246,104.74,Premium Economy,58,Low Fare,Boeing 787,0.75
BF2289,El Al Israel Airlines LTD.,BF,SFO,CUN,Mexico,2025-03-11T04:09:00,2025-03-11T14:25:00,616,106.05,Premium Economy,152,Low Fare,Boeing 737,0.76
WO1008,World Airways,WO,SFO,FRA,Europe,2025-04-29T01:38:00,2025-04-29T13:27:00,709,636.88,Business,159,Other,Boeing 737,0.84
QX3576,Horizon Air,QX,SFO,YUL,Canada,2025-02-10T18:57:00,2025-02-11T02:32:00,455,962.18,Economy,32,Other,Airbus A350,0.91
UA635,United Airlines - Pre 07/01/2013,UA,SFO,YUL,Canada,2025-11-19T18:10:00,2025-11-20T04:01:00,591,227.97,Premium Economy,194,Low Fare,Airbus A320,0.84
PD4725,Porter Airlines (Canada) Limited,PD,SFO,MEX,Mexico,2025-02-19T20:30:00,2025-02-20T08:20:00,710,265.96,Business,158,Low Fare,Airbus A320,0.9
CX9161,Cathay Pacific,CX,SFO,YUL,Canada,2025-06-02T04:07:00,2025-06-02T10:37:00,390,315.32,Premium Economy,117,Low Fare,Airbus A320,0.76
WS1226,WestJet,WS,SFO,SIN,Asia,2025-03-31T04:03:00,2025-03-31T14:26:00,623,123.1,Economy,152,Low Fare,Boeing 737,0.72
TK4063,Turkish Airlines,TK,SFO,SJO,Central America,2025-12-25T04:51:00,2025-12-25T10:36:00,345,350.66,Business,52,Other,Boeing 737,0.86
US8982,US Airways,US,SFO,LAX,South America,2024-05-19T01:04:00,2024-05-19T08:21:00,437,253.88,Business,54,Low Fare,Airbus A320,0.85
PD3831,Porter Airlines (Canada) Limited,PD,SFO,DOH,Middle East,2024-06-03T03:46:00,2024-06-03T11:23:00,457,238.9,Economy,87,Low Fare,Boeing 737,0.77
JX5559,Starlux Airlines Co. LTD,JX,SFO,CUN,Mexico,2024-02-10T14:40:00,2024-02-10T20:54:00,374,156.37,Premium Economy,114,Low Fare,Boeing 787,0.89
QR809,Qatar Airways,QR,SFO,LAX,South America,2024-02-05T15:32:00,2024-02-05T17:13:00,101,582.68,Premium Economy,177,Other,Boeing 737,0.79
CM8547,"COPA Airlines, Inc.",CM,SFO,YUL,Canada,2024-12-13T01:59:00,2024-12-13T07:19:00,320,150.89,Economy,148,Low Fare,Airbus A320,0.79
FI4174,Icelandair (Inactive),FI,SFO,DXB,Middle East,2025-11-23T18:13:00,2025-11-23T23:00:00,287,282.31,Premium Economy,58,Low Fare,Airbus A320,0.82
BR7882,Norwegian Air Shuttle ASA,BR,SFO,PTY,Central America,2025-06-14T15:45:00,2025-06-15T02:54:00,669,391.86,Business,155,Low Fare,Airbus A320,0.94
EI2675,"Aer Lingus, Ltd.",EI,SFO,PTY,Central America,2024-11-28T14:26:00,2024-11-28T17:37:00,191,1493.56,Business,97,Other,Boeing 737,0.77
PD6582,Porter Airlines (Canada) Limited,PD,SFO,DEL,Asia,2025-07-26T21:34:00,2025-07-27T07:25:00,591,223.52,Economy,169,Low Fare,Boeing 787,0.85
AX1429,Trans States Airlines,AX,SFO,LAX,South America,2025-09-19T08:02:00,2025-09-19T15:40:00,458,928.46,Premium Economy,197,Other,Boeing 737,0.82
EY6830,"China Eastern Airlines, Inc",EY,SFO,MEX,Mexico,2024-10-25T19:47:00,2024-10-26T00:46:00,299,305.2,Economy,121,Other,Airbus A320,0.83
KE4515,Korean Air Lines,KE,SFO,LAX,South America,2025-12-16T21:10:00,2025-12-17T03:40:00,390,594.76,Economy,112,Other,Airbus A320,0.83
NZ3221,Trego Dugan Aviation,NZ,SFO,CDG,Europe,2024-02-12T17:06:00,2024-02-12T23:33:00,387,223.7,Business,99,Low Fare,Airbus A350,0.72
AM5923,Aeromexico,AM,SFO,LAX,South America,2025-08-28T07:26:00,2025-08-28T17:57:00,631,172.16,Business,90,Low Fare,Airbus A350,0.89
NW613,Northwest Airlines (became Delta),NW,SFO,YYZ,Canada,2025-05-28T16:29:00,2025-05-28T21:10:00,281,120.65,Premium Economy,55,Low Fare,Boeing 787,0.78
KL5271,KLM Royal Dutch Airlines,KL,SFO,DOH,Middle East,2025-03-08T09:33:00,2025-03-08T11:09:00,96,1404.66,Economy,150,Other,Airbus A350,0.84
UA865,United Airlines,UA,SFO,DOH,Middle East,2025-08-30T14:34:00,2025-08-30T17:21:00,167,1267.12,Economy,41,Other,Boeing 787,0.88
EY4100,Etihad Airways,EY,SFO,SJO,Central America,2024-12-18T23:59:00,2024-12-19T04:42:00,283,385.57,Economy,135,Low Fare,Boeing 737,0.91
BF8766,French Bee,BF,SFO,LAX,Australia / Oceania,2025-10-25T00:59:00,2025-10-25T07:15:00,376,696.61,Premium Economy,48,Other,Airbus A320,0.8
OO4482,SkyWest Airlines,OO,SFO,LAX,South America,2024-12-17T00:00:00,2024-12-17T02:26:00,146,1455.73,Premium Economy,57,Other,Boeing 787,0.84
BA3108,British Airways,BA,SFO,LAX,Australia / Oceania,2025-05-26T03:28:00,2025-05-26T07:15:00,227,341.82,Premium Economy,159,Low Fare,Airbus A350,0.85
HQ6732,Harmony Airways,HQ,SFO,SIN,Asia,2024-07-02T23:39:00,2024-07-03T10:23:00,644,109.83,Business,39,Low Fare,Boeing 737,0.92
XP9953,Xtra Airways,XP,SFO,DXB,Middle East,2024-06-24T15:46:00,2024-06-24T18:00:00,134,1323.95,Economy,125,Other,Boeing 737,0.95
QX7972,Horizon Air,QX,SFO,YUL,Canada,2024-09-02T08:31:00,2024-09-02T16:49:00,498,124.46,Economy,10,Low Fare,Boeing 787,0.72
WO1523,World Airways,WO,SFO,YUL,Canada,2024-03-25T07:55:00,2024-03-25T17:08:00,553,620.1,Business,20,Other,Boeing 787,0.75
DE2896,Condor Flugdienst GmbH,DE,SFO,LAX,Australia / Oceania,2025-11-02T15:06:00,2025-11-02T20:31:00,325,223.34,Business,122,Low Fare,Airbus A320,0.78
NW6115,Northwest Airlines (became Delta),NW,SFO,PTY,Central America,2024-11-12T22:28:00,2024-11-13T09:29:00,661,350.69,Economy,66,Other,Boeing 737,0.8
XJ9759,Mesaba Airlines,XJ,SFO,AMS,Europe,2025-01-16T23:07:00,2025-01-17T10:38:00,691,634.91,Premium Economy,106,Other,Boeing 787,0.82
CX1028,Cathay Pacific,CX,SFO,SIN,Asia,2025-07-10T12:54:00,2025-07-10T18:37:00,343,190.22,Premium Economy,60,Low Fare,Airbus A350,0.87
KL5263,KLM Royal Dutch Airlines,KL,SFO,LAX,Australia / Oceania,2025-08-22T02:52:00,2025-08-22T05:21:00,149,935.67,Business,56,Other,Boeing 737,0.74
LH7798,Lufthansa German Airlines,LH,SFO,SIN,Asia,2025-06-14T08:14:00,2025-06-14T15:27:00,433,216.0,Economy,98,Low Fare,Airbus A350,0.76
OZ3132,Asiana Airlines,OZ,SFO,LHR,Europe,2024-01-22T22:58:00,2024-01-23T09:13:00,615,547.76,Premium Economy,116,Other,Airbus A350,0.73
NJ958,Vanguard Airlines,NJ,SFO,LAX,South America,2025-03-14T08:06:00,2025-03-14T11:13:00,187,192.33,Premium Economy,97,Low Fare,Boeing 737,0.71
EK9949,Emirates,EK,SFO,SJO,Central America,2025-04-13T13:40:00,2025-04-13T19:28:00,348,353.12,Premium Economy,135,Low Fare,Boeing 787,0.85
QK8687,Jazz Aviation,QK,SFO,CUN,Mexico,2024-07-17T00:48:00,2024-07-17T07:04:00,376,324.43,Business,36,Low Fare,Boeing 787,0.8
WS6512,WestJet,WS,SFO,PTY,Central America,2025-08-11T15:53:00,2025-08-11T19:57:00,244,222.19,Business,65,Low Fare,Boeing 737,0.8
QK6244,Jazz Aviation,QK,SFO,LHR,Europe,2025-08-07T02:38:00,2025-08-07T13:06:00,628,291.35,Premium Economy,28,Low Fare,Airbus A320,0.73
TZ8622,Trego Dugan Aviation,TZ,SFO,LAX,US,2025-01-02T16:53:00,2025-01-03T02:33:00,580,258.49,Economy,137,Low Fare,Airbus A350,0.87
AB8925,Air Berlin,AB,SFO,DEL,Asia,2024-07-13T09:15:00,2024-07-13T11:47:00,152,538.84,Premium Economy,12,Other,Boeing 787,0.81
